--------- beginning of system
08-27 07:00:13.637 W/Looper  (  506): Slow dispatch took 119ms android.fg h=android.os.Handler c=com.android.server.am.SameProcessApplicationThread$$ExternalSyntheticLambda1@dcd1df8 m=0
08-27 07:00:13.637 I/ActivityManager(  506): Posting BOOT_COMPLETED user #0
08-27 07:00:58.850 V/WindowManagerShell(  800): start default transition animation, info = {id=11 t=CLOSE f=0x0 trk=0 r=[0@Point(0, 0)] c=[{WCT{android.window.IWindowContainerToken$Stub$Proxy@49750bc} m=CLOSE f=NONE leash=Surface(name=Task=9)/@0xbc50b90 sb=Rect(0, 0 - 1080, 2400) eb=Rect(0, 0 - 1080, 2400) d=0},{WCT{android.window.IWindowContainerToken$Stub$Proxy@c6ed845} m=TO_FRONT f=SHOW_WALLPAPER leash=Surface(name=Task=1)/@0xdcbfc89 sb=Rect(0, 0 - 1080, 2400) eb=Rect(0, 0 - 1080, 2400) d=0},{null m=TO_FRONT f=IS_WALLPAPER leash=Surface(name=WallpaperWindowToken{f829b6b token=android.os.Binder@9fd30ba})/@0x1c2748e sb=Rect(0, 0 - 1080, 2400) eb=Rect(0, 0 - 1080, 2400) d=0}]}
08-27 07:00:58.851 V/WindowManagerShell(  800): loadAnimation: anim=android.view.animation.AnimationSet@1164ccb animAttr=0x10 type=CLOSE isEntrance=true
08-27 07:00:58.851 V/WindowManagerShell(  800): loadAnimation: anim=android.view.animation.AnimationSet@b4c8766 animAttr=0x11 type=CLOSE isEntrance=false
08-27 07:00:58.865 V/WindowManagerShell(  800):  animated by com.android.wm.shell.transition.DefaultTransitionHandler@f8bfa0c
08-27 07:00:58.865 W/Looper  (  800): Slow delivery took 31ms wmshell.main h=android.os.Handler c=android.window.TaskOrganizer$1$$ExternalSyntheticLambda3@a3efb54 m=0
08-27 07:00:58.886 W/Looper  (  800): Drained
08-27 07:00:58.886 V/WindowManagerShell(  800): Transition animation finished (aborted=false), notifying core (#11)android.os.BinderProxy@6b33642@0
08-27 07:00:58.892 W/WindowManager(  506): Exception thrown during dispatchAppVisibility Window{97361ca u0 com.forli.meteo/com.forli.meteo.MainActivity EXITING}
08-27 07:00:58.892 W/WindowManager(  506): android.os.DeadObjectException
08-27 07:00:58.892 W/WindowManager(  506): 	at android.os.BinderProxy.transactNative(Native Method)
08-27 07:00:58.892 W/WindowManager(  506): 	at android.os.BinderProxy.transact(BinderProxy.java:584)
08-27 07:00:58.892 W/WindowManager(  506): 	at android.view.IWindow$Stub$Proxy.dispatchAppVisibility(IWindow.java:546)
08-27 07:00:58.892 W/WindowManager(  506): 	at com.android.server.wm.WindowState.sendAppVisibilityToClients(WindowState.java:3271)
08-27 07:00:58.892 W/WindowManager(  506): 	at com.android.server.wm.WindowContainer.sendAppVisibilityToClients(WindowContainer.java:1221)
08-27 07:00:58.892 W/WindowManager(  506): 	at com.android.server.wm.WindowToken.setClientVisible(WindowToken.java:409)
08-27 07:00:58.892 W/WindowManager(  506): 	at com.android.server.wm.ActivityRecord.setClientVisible(ActivityRecord.java:6946)
08-27 07:00:58.892 W/WindowManager(  506): 	at com.android.server.wm.ActivityRecord.postApplyAnimation(ActivityRecord.java:5637)
08-27 07:00:58.892 W/WindowManager(  506): 	at com.android.server.wm.ActivityRecord.commitVisibility(ActivityRecord.java:5580)
08-27 07:00:58.892 W/WindowManager(  506): 	at com.android.server.wm.Transition.finishTransition(Transition.java:1151)
08-27 07:00:58.892 W/WindowManager(  506): 	at com.android.server.wm.TransitionController.finishTransition(TransitionController.java:868)
08-27 07:00:58.892 W/WindowManager(  506): 	at com.android.server.wm.WindowOrganizerController.finishTransition(WindowOrganizerController.java:396)
08-27 07:00:58.892 W/WindowManager(  506): 	at android.window.IWindowOrganizerController$Stub.onTransact(IWindowOrganizerController.java:286)
08-27 07:00:58.892 W/WindowManager(  506): 	at com.android.server.wm.WindowOrganizerController.onTransact(WindowOrganizerController.java:181)
08-27 07:00:58.892 W/WindowManager(  506): 	at android.os.Binder.execTransactInternal(Binder.java:1339)
08-27 07:00:58.892 W/WindowManager(  506): 	at android.os.Binder.execTransact(Binder.java:1275)
08-27 07:00:58.895 I/Process (  506): Sending signal. PID: 2517 SIG: 9
08-27 07:00:58.902 W/ActivityManager(  506): setHasOverlayUi called on unknown pid: 2517
08-27 07:00:58.910 V/WindowManager(  506): Finish Transition #11: created at 08-27 07:00:58.734 collect-started=0.055ms request-sent=0.165ms started=6.426ms ready=6.415ms sent=94.856ms finished=153.021ms
08-27 07:00:58.911 I/ImeTracker(  506): com.android.launcher3:11e6b9cf: onRequestHide at ORIGIN_SERVER_HIDE_INPUT reason HIDE_UNSPECIFIED_WINDOW
08-27 07:00:58.914 I/ImeTracker(  506): com.android.launcher3:11e6b9cf: onCancelled at PHASE_SERVER_SHOULD_HIDE
08-27 07:00:58.917 D/EGL_emulation(  800): app_time_stats: avg=13012.58ms min=13012.58ms max=13012.58ms count=1
08-27 07:00:58.918 V/WindowManagerShell(  800): Track 0 became idle
08-27 07:00:58.918 V/WindowManagerShell(  800): All active transition animations finished
08-27 07:00:58.918 W/Looper  (  800): Slow dispatch took 32ms wmshell.main h=android.os.Handler c=com.android.wm.shell.transition.DefaultTransitionHandler$$ExternalSyntheticLambda7@f3a78c0 m=0
08-27 07:00:58.938 E/BpTransactionCompletedListener(  388): Failed to transact (-32)
08-27 07:00:59.041 D/EGL_emulation(  800): app_time_stats: avg=1653.90ms min=1653.90ms max=1653.90ms count=1
08-27 07:00:59.119 I/ndroid.systemui(  800): NativeAlloc concurrent copying GC freed 275857(13MB) AllocSpace objects, 20(464KB) LOS objects, 49% free, 13MB/27MB, paused 75us,47us total 278.897ms
08-27 07:00:59.189 I/DropBoxManagerService(  506): add tag=system_app_strictmode isTagEnabled=true flags=0x2
08-27 07:00:59.789 D/CompatibilityChangeReporter(  506): Compat change id reported: 161252188; UID 10141; state: DISABLED
08-27 07:00:59.789 W/ActivityTaskManager(  506): callingPackage for (uid=2000, pid=2581) has no WPC
08-27 07:00:59.790 D/CompatibilityChangeReporter(  506): Compat change id reported: 265464455; UID 10141; state: DISABLED
08-27 07:00:59.790 D/CompatibilityChangeReporter(  506): Compat change id reported: 265452344; UID 10141; state: DISABLED
08-27 07:00:59.790 D/CompatibilityChangeReporter(  506): Compat change id reported: 266124927; UID 10141; state: DISABLED
08-27 07:00:59.790 D/CompatibilityChangeReporter(  506): Compat change id reported: 265451093; UID 10141; state: DISABLED
08-27 07:00:59.790 D/CompatibilityChangeReporter(  506): Compat change id reported: 265456536; UID 10141; state: DISABLED
08-27 07:00:59.790 D/CompatibilityChangeReporter(  506): Compat change id reported: 255940284; UID 10141; state: DISABLED
08-27 07:00:59.790 D/CompatibilityChangeReporter(  506): Compat change id reported: 236283604; UID 10141; state: DISABLED
08-27 07:00:59.790 D/CompatibilityChangeReporter(  506): Compat change id reported: 263959004; UID 10141; state: DISABLED
08-27 07:00:59.790 D/CompatibilityChangeReporter(  506): Compat change id reported: 264304459; UID 10141; state: DISABLED
08-27 07:00:59.790 D/CompatibilityChangeReporter(  506): Compat change id reported: 264301586; UID 10141; state: DISABLED
08-27 07:00:59.790 D/CompatibilityChangeReporter(  506): Compat change id reported: 254631730; UID 10141; state: DISABLED
08-27 07:00:59.790 D/CompatibilityChangeReporter(  506): Compat change id reported: 273509367; UID 10141; state: DISABLED
08-27 07:00:59.790 D/CompatibilityChangeReporter(  506): Compat change id reported: 263259275; UID 10141; state: DISABLED
08-27 07:00:59.790 D/CompatibilityChangeReporter(  506): Compat change id reported: 174042980; UID 10141; state: DISABLED
08-27 07:00:59.790 D/CompatibilityChangeReporter(  506): Compat change id reported: 174042936; UID 10141; state: DISABLED
08-27 07:00:59.790 D/CompatibilityChangeReporter(  506): Compat change id reported: 181136395; UID 10141; state: DISABLED
08-27 07:00:59.791 D/CompatibilityChangeReporter(  506): Compat change id reported: 194480991; UID 10141; state: ENABLED
08-27 07:00:59.795 D/CompatibilityChangeReporter(  506): Compat change id reported: 184838306; UID 10141; state: DISABLED
08-27 07:00:59.795 D/CompatibilityChangeReporter(  506): Compat change id reported: 185004937; UID 10141; state: DISABLED
08-27 07:00:59.796 D/CompatibilityChangeReporter(  506): Compat change id reported: 197654537; UID 10141; state: ENABLED
08-27 07:00:59.797 D/CompatibilityChangeReporter(  506): Compat change id reported: 205907456; UID 10141; state: ENABLED
08-27 07:00:59.798 V/WindowManagerShell(  800): Transition requested: android.os.BinderProxy@afe5172 TransitionRequestInfo { type = OPEN, triggerTask = TaskInfo{userId=0 taskId=10 displayId=0 isRunning=true baseIntent=Intent { flg=0x10000000 cmp=com.forli.meteo/.MainActivity } baseActivity=ComponentInfo{com.forli.meteo/com.forli.meteo.MainActivity} topActivity=ComponentInfo{com.forli.meteo/com.forli.meteo.MainActivity} origActivity=null realActivity=ComponentInfo{com.forli.meteo/com.forli.meteo.MainActivity} numActivities=1 lastActiveTime=78613 supportsMultiWindow=true resizeMode=1 isResizeable=true minWidth=-1 minHeight=-1 defaultMinSize=220 token=WCT{android.window.IWindowContainerToken$Stub$Proxy@14e1240} topActivityType=1 pictureInPictureParams=null shouldDockBigOverlays=false launchIntoPipHostTaskId=-1 lastParentTaskIdBeforePip=-1 displayCutoutSafeInsets=Rect(0, 128 - 0, 0) topActivityInfo=ActivityInfo{54d7579 com.forli.meteo.MainActivity} launchCookies=[] positionInParent=Point(0, 0) parentTaskId=-1 isFocused=false isVisible=false isVisibleRequested=false isSleeping=false topActivityInSizeCompat=false topActivityEligibleForLetterboxEducation= false topActivityLetterboxed= false isFromDoubleTap= false topActivityLetterboxVerticalPosition= -1 topActivityLetterboxHorizontalPosition= -1 topActivityLetterboxWidth=-1 topActivityLetterboxHeight=-1 locusId=null displayAreaFeatureId=1 cameraCompatControlState=hidden}, remoteTransition = null, displayChange = null }
08-27 07:00:59.799 D/SplashScreenView(  800): Build android.window.SplashScreenView{e429cca V.E...... ......ID 0,0-0,0}
08-27 07:00:59.799 D/SplashScreenView(  800): Icon: view: android.widget.ImageView{c5e7e3b V.ED..... ......I. 0,0-0,0 #10204f0 android:id/splashscreen_icon_view} drawable: com.android.wm.shell.startingsurface.SplashscreenIconDrawableFactory$ImmobileIconDrawable@b53e958 size: 504
08-27 07:00:59.799 D/SplashScreenView(  800): Branding: view: android.view.View{5e35ab1 G.ED..... ......I. 0,0-0,0 #10204ef android:id/splashscreen_branding_view} drawable: null size w: 0 h: 0
08-27 07:00:59.799 I/ActivityTaskManager(  506): START u0 {flg=0x10000000 cmp=com.forli.meteo/.MainActivity (has extras)} with LAUNCH_MULTIPLE from uid 2000 (BAL_ALLOW_PERMISSION) result code=0
08-27 07:00:59.800 D/CompatibilityChangeReporter(  506): Compat change id reported: 135634846; UID 10141; state: DISABLED
08-27 07:00:59.800 D/CompatibilityChangeReporter(  506): Compat change id reported: 143937733; UID 10141; state: ENABLED
08-27 07:00:59.801 D/CompatibilityChangeReporter(  506): Compat change id reported: 168419799; UID 10141; state: DISABLED
08-27 07:00:59.801 D/CompatibilityChangeReporter(  506): Compat change id reported: 273564678; UID 10141; state: DISABLED
08-27 07:00:59.805 D/CoreBackPreview(  506): Window{61fb19 u0 Splash Screen com.forli.meteo}: Setting back callback OnBackInvokedCallbackInfo{mCallback=android.window.IOnBackInvokedCallback$Stub$Proxy@4eb1dbf, mPriority=0, mIsAnimationCallback=false}
08-27 07:00:59.814 D/CompatibilityChangeReporter(  506): Compat change id reported: 265195908; UID 10141; state: ENABLED
08-27 07:00:59.819 I/BpBinder(  388): onLastStrongRef automatically unlinking death recipients: 
08-27 07:00:59.820 D/Zygote  (  325): Forked child process 2584
08-27 07:00:59.823 I/ActivityManager(  506): Start proc 2584:com.forli.meteo/u0a141 for next-top-activity {com.forli.meteo/com.forli.meteo.MainActivity}
08-27 07:00:59.879 V/WindowManagerShell(  800): onTransitionReady android.os.BinderProxy@afe5172: {id=12 t=OPEN f=0x0 trk=0 r=[0@Point(0, 0)] c=[{WCT{android.window.IWindowContainerToken$Stub$Proxy@d04ee9c} m=OPEN f=NONE leash=Surface(name=Task=10)/@0x539aee9 sb=Rect(0, 0 - 1080, 2400) eb=Rect(0, 0 - 1080, 2400) d=0},{WCT{android.window.IWindowContainerToken$Stub$Proxy@47550a5} m=TO_BACK f=SHOW_WALLPAPER leash=Surface(name=Task=1)/@0xe10a76e sb=Rect(0, 0 - 1080, 2400) eb=Rect(0, 0 - 1080, 2400) d=0}]}
08-27 07:00:59.879 V/WindowManager(  506): Sent Transition #12 createdAt=08-27 07:00:59.791 via request=TransitionRequestInfo { type = OPEN, triggerTask = TaskInfo{userId=0 taskId=10 displayId=0 isRunning=true baseIntent=Intent { flg=0x10000000 cmp=com.forli.meteo/.MainActivity } baseActivity=ComponentInfo{com.forli.meteo/com.forli.meteo.MainActivity} topActivity=ComponentInfo{com.forli.meteo/com.forli.meteo.MainActivity} origActivity=null realActivity=ComponentInfo{com.forli.meteo/com.forli.meteo.MainActivity} numActivities=1 lastActiveTime=78613 supportsMultiWindow=true resizeMode=1 isResizeable=true minWidth=-1 minHeight=-1 defaultMinSize=220 token=WCT{RemoteToken{23dd6db Task{24cda1d #10 type=standard A=10141:com.forli.meteo}}} topActivityType=1 pictureInPictureParams=null shouldDockBigOverlays=false launchIntoPipHostTaskId=-1 lastParentTaskIdBeforePip=-1 displayCutoutSafeInsets=Rect(0, 128 - 0, 0) topActivityInfo=ActivityInfo{42d6578 com.forli.meteo.MainActivity} launchCookies=[] positionInParent=Point(0, 0) parentTaskId=-1 isFocused=false isVisible=false isVisibleRequested=false isSleeping=false topActivityInSizeCompat=false topActivityEligibleForLetterboxEducation= false topActivityLetterboxed= false isFromDoubleTap= false topActivityLetterboxVerticalPosition= -1 topActivityLetterboxHorizontalPosition= -1 topActivityLetterboxWidth=-1 topActivityLetterboxHeight=-1 locusId=null displayAreaFeatureId=1 cameraCompatControlState=hidden}, remoteTransition = null, displayChange = null }
08-27 07:00:59.879 V/WindowManager(  506):     startWCT=WindowContainerTransaction { changes = {} hops = [] errorCallbackToken=null taskFragmentOrganizer=null }
08-27 07:00:59.879 V/WindowManager(  506):     info={id=12 t=OPEN f=0x0 trk=0 r=[0@Point(0, 0)] c=[{WCT{RemoteToken{23dd6db Task{24cda1d #10 type=standard A=10141:com.forli.meteo}}} m=OPEN f=NONE leash=Surface(name=Task=10)/@0x90e2fd5 sb=Rect(0, 0 - 1080, 2400) eb=Rect(0, 0 - 1080, 2400) d=0},{WCT{RemoteToken{ca17a5d Task{dc23071 #1 type=home}}} m=TO_BACK f=SHOW_WALLPAPER leash=Surface(name=Task=1)/@0xcb86d75 sb=Rect(0, 0 - 1080, 2400) eb=Rect(0, 0 - 1080, 2400) d=0}]}
08-27 07:00:59.880 V/WindowManagerShell(  800): Playing animation for (#12)android.os.BinderProxy@afe5172@0
08-27 07:00:59.880 V/WindowManagerShell(  800):  try handler com.android.wm.shell.transition.DefaultMixedHandler@66ba047
08-27 07:00:59.880 V/WindowManagerShell(  800):  try handler com.android.wm.shell.keyguard.KeyguardTransitionHandler@4931074
08-27 07:00:59.880 V/WindowManagerShell(  800):  try handler com.android.wm.shell.activityembedding.ActivityEmbeddingController@f59899d
08-27 07:00:59.881 V/WindowManagerShell(  800):  try handler com.android.wm.shell.recents.RecentsTransitionHandler@d7b9e12
08-27 07:00:59.881 V/ShellRecents(  800): RecentsTransitionHandler.startAnimation: no controller found
08-27 07:00:59.881 V/WindowManagerShell(  800):  try handler com.android.wm.shell.pip.PipTransition@bb7f9e3
08-27 07:00:59.881 V/WindowManagerShell(  800):  try handler com.android.wm.shell.splitscreen.StageCoordinator@40abfe0
08-27 07:00:59.881 V/WindowManagerShell(  800):  try handler com.android.wm.shell.transition.RemoteTransitionHandler@64a2299
08-27 07:00:59.881 V/WindowManagerShell(  800): Transition doesn't have explicit remote, search filters for match for {id=12 t=OPEN f=0x0 trk=0 r=[0@Point(0, 0)] c=[{WCT{android.window.IWindowContainerToken$Stub$Proxy@d04ee9c} m=OPEN f=NONE leash=Surface(name=Task=10)/@0x539aee9 sb=Rect(0, 0 - 1080, 2400) eb=Rect(0, 0 - 1080, 2400) d=0},{WCT{android.window.IWindowContainerToken$Stub$Proxy@47550a5} m=TO_BACK f=SHOW_WALLPAPER leash=Surface(name=Task=1)/@0xe10a76e sb=Rect(0, 0 - 1080, 2400) eb=Rect(0, 0 - 1080, 2400) d=0}]}
08-27 07:00:59.881 V/WindowManagerShell(  800):  Checking filter Pair{{types=[] flags=0x0] notFlags=0x100 checks=[{atype=home independent=true modes=[OPEN,TO_FRONT] flags=NONE mustBeTask=false order=TOP topActivity=ComponentInfo{com.android.launcher3/com.android.launcher3.uioverrides.QuickstepLauncher}},{atype=standard independent=true modes=[CLOSE,TO_BACK] flags=NONE mustBeTask=false order=ANY topActivity=null}]} RemoteTransition { remoteTransition = android.window.IRemoteTransition$Stub$Proxy@19f9ff, appThread = android.app.IApplicationThread$Stub$Proxy@f7553cc, debugName = QuickstepLaunchHome }}
08-27 07:00:59.881 V/WindowManagerShell(  800):  Delegate animation for #12 to null
08-27 07:00:59.882 V/WindowManagerShell(  800):  try handler com.android.wm.shell.transition.DefaultTransitionHandler@f8bfa0c
08-27 07:00:59.882 V/WindowManagerShell(  800): start default transition animation, info = {id=12 t=OPEN f=0x0 trk=0 r=[0@Point(0, 0)] c=[{WCT{android.window.IWindowContainerToken$Stub$Proxy@d04ee9c} m=OPEN f=NONE leash=Surface(name=Task=10)/@0x539aee9 sb=Rect(0, 0 - 1080, 2400) eb=Rect(0, 0 - 1080, 2400) d=0},{WCT{android.window.IWindowContainerToken$Stub$Proxy@47550a5} m=TO_BACK f=SHOW_WALLPAPER leash=Surface(name=Task=1)/@0xe10a76e sb=Rect(0, 0 - 1080, 2400) eb=Rect(0, 0 - 1080, 2400) d=0}]}
08-27 07:00:59.883 V/WindowManagerShell(  800): loadAnimation: anim=android.view.animation.AnimationSet@5c05888 animAttr=0x13 type=OPEN isEntrance=false
08-27 07:00:59.883 V/WindowManagerShell(  800): loadAnimation: anim=android.view.animation.AnimationSet@7467534 animAttr=0x12 type=OPEN isEntrance=true
08-27 07:00:59.883 V/WindowManagerShell(  800):  animated by com.android.wm.shell.transition.DefaultTransitionHandler@f8bfa0c
08-27 07:00:59.888 I/com.forli.meteo( 2584): Using CollectorTypeCC GC.
08-27 07:00:59.902 W/com.forli.meteo( 2584): Unexpected CPU variant for x86: x86_64.
08-27 07:00:59.902 W/com.forli.meteo( 2584): Known variants: atom, sandybridge, silvermont, goldmont, goldmont-plus, tremont, kabylake, default
08-27 07:00:59.916 V/WindowManagerShell(  800): Transition animation finished (aborted=false), notifying core (#12)android.os.BinderProxy@afe5172@0
08-27 07:00:59.917 V/WindowManager(  506): Finish Transition #12: created at 08-27 07:00:59.791 collect-started=0.679ms request-sent=7.436ms started=11.824ms ready=84.524ms sent=87.6ms finished=125.872ms
08-27 07:00:59.918 V/WindowManagerShell(  800): Track 0 became idle
08-27 07:00:59.919 V/WindowManagerShell(  800): All active transition animations finished
08-27 07:00:59.982 E/com.forli.meteo( 2584): Not starting debugger since process cannot load the jdwp agent.
08-27 07:01:00.095 D/EGL_emulation(  800): app_time_stats: avg=526.35ms min=55.62ms max=997.09ms count=2
